id,value
Genes.MMP1.MARIMASTAT,2
Genes.MMP1.CIPEMASTAT,1
Genes.MMP1.PRINOMASTAT,2
Genes.PDPK1,
Genes.PDPK1.AR-12,1
Genes.CEACAM3,
Genes.CEACAM3.ARCITUMOMAB,1
Genes.MAPK12,
Genes.MAPK12.ARRY-797,1
Genes.MAPK12.NEFLAMAPIMOD,3
Genes.MAPK12.CI-1040,9
Genes.MAPK12.VALZIFLOCEPT,1
Genes.BIRC2,
Genes.BIRC2.AT-406,2
Genes.BIRC2.BIRINAPANT,1
Genes.BIRC3,
Genes.BIRC3.AT-406,2
Genes.C5AR1,
Genes.C5AR1.AVACOPAN,1
Genes.KNG1,
Genes.KNG1.AVORALSTAT,1
Genes.KRAS,
Genes.KRAS.AZD-4785,1
Genes.PIK3CB,
Genes.PIK3CB.AZD-8186,2
Genes.PIK3CB.INK-1117,2
Genes.PIK3CB.BIMIRALISIB,3
Genes.PIK3CB.BUPARLISIB,4
Genes.PIK3CB.PA-799,4
Genes.PIK3CB.GSK-2636771,1
Genes.PDE10A,
Genes.PDE10A.BALIPODECT,1
Genes.PDE10A.MARDEPODECT,1
Genes.CASP1,
Genes.CASP1.BELNACASAN,1
Genes.CASP1.NIVOCASAN,1
Genes.CASP1.DIACEREIN,2
Genes.CASP1.PRALNACASAN,1
Genes.ACLY,
Genes.ACLY.BEMPEDOIC ACID,1
Genes.IL5RA,
Genes.IL5RA.BENRALIZUMAB,2
Genes.ABCC1,
Genes.ABCC1.BENZBROMARONE,1
Genes.ABCC1.SULFINPYRAZONE,1
Genes.CCL11,
Genes.CCL11.BERTILIMUMAB,1
Genes.PTK2,
Genes.PTK2.BI-853520,1
Genes.PTK2.PF-00562271,1
Genes.PTK2.DEFACTINIB HYDROCHLORIDE,1
Genes.PTK2.CEP-37440,1
Genes.PTK2.GSK-2256098,1
Genes.PTK2.VS-4718,1
Genes.CCL2,
Genes.CCL2.BINDARIT,1
Genes.CCL2.CARLUMAB,1
Genes.MAP2K7,
Genes.MAP2K7.BINIMETINIB,1
Genes.MAP2K7.RG-7420,1
Genes.GM2A,
Genes.GM2A.BIW-8962,1
Genes.AKT1,
Genes.AKT1.BMS-754807,1
Genes.AKT1.ARCHEXIN,1
Genes.AKT1.ENZASTAURIN,3
Genes.AKT1.MSC-2363318A,2
Genes.AKT1.CAPIVASERTIB,2
Genes.AKT1.CMX-2043,2
Genes.AKT1.CI-1040,9
Genes.AKT1.CANERTINIB,3
Genes.AKT1.AFURESERTIB,2
Genes.AKT1.IPATASERTIB,1
Genes.CCR1,
Genes.CCR1.BMS-817399,1
Genes.CCR1.CCX354,1
Genes.TYK2,
Genes.TYK2.BREPOCITINIB,2
Genes.P2RY12,
Genes.P2RY12.BRILINTA,1
Genes.P2RY12.REGRELOR DISODIUM,1
Genes.P2RY12.PRASUGREL,1
Genes.P2RY12.ELINOGREL,1
Genes.P2RY12.CANGRELOR,1
Genes.P2RY12.CLOPIDOGREL,1
Genes.FGF23,
Genes.FGF23.BUROSUMAB,1
Genes.PPP1CA,
Genes.PPP1CA.CANTHARIDIN,1
Genes.VWF,
Genes.VWF.CAPLACIZUMAB,1
Genes.VCP,
Genes.VCP.CB-5083,1
Genes.MAPKAPK2,
Genes.MAPKAPK2.CBP-501,2
Genes.MARK3,
Genes.MARK3.CBP-501,2
Genes.XPO1,
Genes.XPO1.CBS-9106,1
Genes.XPO1.SELINEXOR,1
Genes.CCR2,
Genes.CCR2.CCX140,1
Genes.CCR2.CENICRIVIROC,2
Genes.CCR2.PIMAGEDINE,2
Genes.CCR2.MK-0812,1
Genes.CCR2.AZD2423,1
Genes.CCR5,
Genes.CCR5.CENICRIVIROC,2
Genes.CCR5.LERONLIMAB,1
Genes.CCR5.INCB-9471,1
Genes.CCR5.PF-232798,1
Genes.CCR5.MARAVIROC,1
Genes.CCR5.VICRIVIROC,1
Genes.CCR5.CHEMBL207004,1
Genes.SYK,
Genes.SYK.CERDULATINIB,3
Genes.SYK.TAK-659,2
Genes.SYK.IMATINIB MESYLATE,2
Genes.SYK.FOSTAMATINIB,1
Genes.SYK.PRT-2607,1
Genes.SYK.ENTOSPLETINIB,1
Genes.FASN,
Genes.FASN.CERULENIN,1
Genes.FASN.PRETOMANID,1
Genes.CYSLTR2,
Genes.CYSLTR2.CHEMBL314115,1
Genes.CMA1,
Genes.CMA1.CHEMBL374027,2
Genes.CTSG,
Genes.CTSG.CHEMBL374027,2
Genes.PTPN6,
Genes.PTPN6.CHEMBL472004,1
Genes.RPS6KA1,
Genes.RPS6KA1.CHEMBL573107,3
Genes.RPS6KA2,
Genes.RPS6KA2.CHEMBL573107,3
Genes.RPS6KA3,
Genes.RPS6KA3.CHEMBL573107,3
Genes.MAPK1,
Genes.MAPK1.CHIR-99021,2
Genes.MAPK1.CI-1040,9
Genes.MAPK1.ULIXERTINIB,2
Genes.MAPK1.RAVOXERTINIB,2
Genes.LCK,
Genes.LCK.CI-1040,9
Genes.LCK.TOZASERTIB,2
Genes.LCK.JNJ-26483327,6
Genes.LCK.DASATINIB,3
Genes.PRKCA,
Genes.PRKCA.CI-1040,9
Genes.ADRB2,
Genes.ADRB2.CLENBUTEROL,1
Genes.ADRB2.BATEFENTEROL,1
Genes.ADRB2.PIRBUTEROL,1
Genes.ADRB2.ALBUTEROL,1
Genes.ADRB2.AZD3199,1
Genes.ADRB2.LEVOSALBUTAMOL,1
Genes.ADRB2.SALMETEROL,1
Genes.ADRB2.ISOETHARINE,1
Genes.ADRB2.ISOPROTERENOL,1
Genes.ADRB2.OLODATEROL,1
Genes.ADRB2.TERBUTALINE,1
Genes.ADRB2.CHEMBL111201,1
Genes.ADRB2.ARFORMOTEROL,1
Genes.ADRB2.BAMBUTEROL,1
Genes.ADRB2.FORMOTEROL,1
Genes.ADRB2.BEDORADRINE SULFATE,1
Genes.ADRB2.BUCINDOLOL,1
Genes.ADRB2.PROCATEROL,1
Genes.ADRB2.FENOTEROL,1
Genes.ADRB2.CARMOTEROL,1
Genes.ADRB2.RITODRINE,1
Genes.ADRB2.VILANTEROL,1
Genes.ADRB2.INDACATEROL,1
Genes.LPL,
Genes.LPL.CLOFIBRATE,1
Genes.LPL.GEMFIBROZIL,1
Genes.LPL.IBROLIPIM,1
Genes.GCG,
Genes.GCG.COTADUTIDE,1
Genes.GCG.SAR425899,2
Genes.GCG.EFINOPEGDUTIDE,1
Genes.PDE2A,
Genes.PDE2A.CP-461,1
Genes.PPP3CA,
Genes.PPP3CA.CYCLOSPORINE,1
Genes.PPP3CA.VOCLOSPORIN,1
Genes.PPP3CA.PIMECROLIMUS,1
Genes.PPP3CA.TACROLIMUS,1
Genes.F2,
Genes.F2.DABIGATRAN,1
Genes.F2.ANISINDIONE,1
Genes.F2.CHEMBL1083499,1
Genes.F2.BIVALIRUDIN,1
Genes.F2.PEGMUSIRUDIN,1
Genes.F2.AZD-8165,1
Genes.F2.ARGATROBAN,1
Genes.F2.ODIPARCIL,1
Genes.F2.MELAGATRAN,2
Genes.F2.LEPIRUDIN,1
Genes.IL2,
Genes.IL2.DACLIZUMAB,1
Genes.IL2.ALDESLEUKIN,1
Genes.IL2.THYMOCTONAN,1
Genes.CALCA,
Genes.CALCA.DALFAMPRIDINE,1
Genes.CALCA.DIAZOXIDE,1
Genes.CALCA.BUDIODARONE,1
Genes.CALCA.CHEMBL1563246,1
Genes.CALCA.AMIFAMPRIDINE,1
Genes.CALCA.DRONEDARONE,1
Genes.CALCA.CHEMBL42661,1
Genes.CALCA.CIZOLIRTINE,1
Genes.CALCA.AZD7009,1
Genes.CALCA.AZIMILIDE,1
Genes.CALCA.AMIODARONE,1
Genes.CALCA.IBUTILIDE,1
Genes.CALCA.ANDOLAST,1
Genes.CALCA.NATEGLINIDE,1
Genes.CALCA.BIMAKALIM,1
Genes.CALCA.MINOXIDIL,1
Genes.CALCA.PINACIDIL,1
Genes.CALCA.DOFETILIDE,1
Genes.AURKB,
Genes.AURKB.DANUSERTIB,1
Genes.AURKB.BI-811283,1
Genes.AURKB.ILORASERTIB,1
Genes.AURKB.TAK-901,1
Genes.AURKB.MK-5108,1
Genes.AURKB.AT-9283,1
Genes.AURKB.SNS-314,1
Genes.AURKB.TOZASERTIB,2
Genes.AURKB.GSK-1070916,1
Genes.AURKB.AZD-1152-HQPA,1
Genes.PPARD,
Genes.PPARD.DB959,2
Genes.PPARD.CER-002,1
Genes.PPARD.ELAFIBRANOR,1
Genes.PPARD.KD3010,1
Genes.PPARD.MBX-8025,1
Genes.PRKCD,
Genes.PRKCD.DELCASERTIB,1
Genes.CD19,
Genes.CD19.DENINTUZUMAB MAFODOTIN,1
Genes.CD19.COLTUXIMAB RAVTANSINE,1
Genes.CD19.TISAGENLECLEUCEL,2
Genes.CD19.DUVORTUXIZUMAB,1
Genes.CD19.LISOCABTAGENE MARALEUCEL,1
Genes.CD19.MDX-1342,1
Genes.CD19.BLINATUMOMAB,1
Genes.CD19.INEBILIZUMAB,1
Genes.CD19.VADACABTAGENE LERALEUCEL,1
Genes.CD19.AFM-11,1
Genes.P2RY2,
Genes.P2RY2.DIQUAFOSOL,1
Genes.P2RY2.DENUFOSOL TETRASODIUM,1
Genes.HCK,
Genes.HCK.DORAMAPIMOD,1
Genes.IGF1,
Genes.IGF1.DUSIGITUMAB,1
Genes.IGF1.XENTUZUMAB,1
Genes.SQSTM1,
Genes.SQSTM1.DUSQUETIDE,1
Genes.ITGA2,
Genes.ITGA2.E-7820,1
Genes.ITGAL,
Genes.ITGAL.EFALIZUMAB,1
Genes.ITGAL.LIFITEGRAST,2
Genes.CXCL10,
Genes.CXCL10.ELDELUMAB,1
Genes.CXCL10.NI-0801,1
Genes.ERBB3,
Genes.ERBB3.ELGEMTUMAB,1
Genes.ERBB3.DULIGOTUZUMAB,2
Genes.ERBB3.AV-203,1
Genes.ERBB3.MM-121,1
Genes.ERBB3.PATRITUMAB,1
Genes.ERBB3.ISTIRATUMAB,3
Genes.ERBB3.SERIBANTUMAB,1
Genes.GRIN1,
Genes.GRIN1.ELIPRODIL,2
Genes.GRIN1.NBQX,2
Genes.GRIN1.CYCLOSERINE,1
Genes.GRIN1.(D)-SERINE,1
Genes.GALNS,
Genes.GALNS.ELOSULFASE ALFA,1
Genes.OPRD1,
Genes.OPRD1.ELUXADOLINE,1
Genes.OPRD1.LOPERAMIDE,1
Genes.OPRD1.CARFENTANIL,1
Genes.OPRD1.CHEMBL300662,1
Genes.OPRD1.BUTORPHANOL,1
Genes.OPRD1.ADL-5747,1
Genes.OPRD1.CHEMBL13786,1
Genes.OPRD1.HYDROMORPHONE,1
Genes.OPRD1.CODEINE,1
Genes.OPRD1.OXYCODONE,1
Genes.CSF1,
Genes.CSF1.EMACTUZUMAB,1
Genes.IFNG,
Genes.IFNG.EMAPALUMAB,1
Genes.PRKCB,
Genes.PRKCB.ENZASTAURIN,3
Genes.S100A12,
Genes.S100A12.EPTINEZUMAB,1
Genes.S100A12.UBROGEPANT,1
Genes.S100A12.RIMEGEPANT,1
Genes.S100A12.ATOGEPANT,1
Genes.GPC3,
Genes.GPC3.ERY-974,1
Genes.GPC3.CODRITUZUMAB,1
Genes.MTOR,
Genes.MTOR.EVEROLIMUS,1
Genes.MTOR.CC-223,1
Genes.MTOR.RG-7603,1
Genes.MTOR.GEDATOLISIB,2
Genes.MTOR.SAMOTOLISIB,2
Genes.MTOR.ME-344,1
Genes.MTOR.SALIRASIB,2
Genes.MTOR.BGT-226,2
Genes.MTOR.OSI-027,1
Genes.MTOR.VS-5584,2
Genes.MTOR.DS-7423,2
Genes.MTOR.PF-04691502,2
Genes.MTOR.BIMIRALISIB,3
Genes.MTOR.TEMSIROLIMUS,1
Genes.MTOR.SIROLIMUS,1
Genes.MTOR.ZOTAROLIMUS,1
Genes.MTOR.ISTIRATUMAB,3
Genes.MTOR.RIDAFOROLIMUS,1
Genes.MTOR.VISTUSERTIB,1
Genes.MTOR.BERZOSERTIB,2
Genes.MTOR.VOXTALISIB,2
Genes.MTOR.SAPANISERTIB,1
Genes.MTOR.GLASDEGIB,1
Genes.MTOR.DACTOLISIB,2
Genes.GSTP1,
Genes.GSTP1.EZATIOSTAT,1
Genes.GSTP1.CANFOSFAMIDE,1
Genes.KIT,
Genes.KIT.FAMITINIB,4
Genes.KIT.AMG-191,1
Genes.KIT.AVAPRITINIB,2
Genes.KIT.OSI-930,1
Genes.KIT.XL-820,3
Genes.KIT.ROMIPLOSTIM,5
Genes.KIT.IMATINIB MESYLATE,2
Genes.KIT.PEXIDARTINIB,2
Genes.KIT.PONATINIB,4
Genes.KIT.RIPRETINIB,2
Genes.KIT.REGORAFENIB,2
Genes.KIT.IMATINIB,1
Genes.KIT.SORAFENIB,3
Genes.PDGFRA,
Genes.PDGFRA.FAMITINIB,4
Genes.PDGFRA.OLARATUMAB,1
Genes.PDGFRA.CRENOLANIB,2
Genes.PDGFRA.AVAPRITINIB,2
Genes.PDGFRA.XL-820,3
Genes.PDGFRA.RABEPRAZOLE SODIUM,5
Genes.PDGFRA.ROMIPLOSTIM,5
Genes.PDGFRA.RIPRETINIB,2
Genes.PDGFRA.TOVETUMAB,1
Genes.PDGFRB,
Genes.PDGFRB.FAMITINIB,4
Genes.PDGFRB.TAK-593,1
Genes.PDGFRB.BECAPLERMIN,1
Genes.PDGFRB.XL-820,3
Genes.PDGFRB.RABEPRAZOLE SODIUM,5
Genes.PDGFRB.ROMIPLOSTIM,5
Genes.PDGFRB.MK-2461,6
Genes.PDGFRB.SORAFENIB,3
Genes.FFAR1,
Genes.FFAR1.FASIGLIFAM,1
Genes.FFAR1.LY2881835,1
Genes.FGFR1,
Genes.FGFR1.FIBROBLAST GROWTH FACTOR-1,1
Genes.FGFR1.SURUFATINIB,1
Genes.FGFR1.FP-1039,1
Genes.FGFR1.DERAZANTINIB,1
Genes.FGFR1.KW-2449,3
Genes.FGFR1.NINTEDANIB,2
Genes.FGFR1.RABEPRAZOLE SODIUM,5
Genes.FGFR1.ROMIPLOSTIM,5
Genes.FGFR1.CHEMBL459729,2
Genes.FGFR1.INFIGRATINIB,1
Genes.FGFR1.MK-2461,6
Genes.FGFR1.ERDAFITINIB,1
Genes.ABL1,
Genes.ABL1.FLUMATINIB,1
Genes.ABL1.SARACATINIB,2
Genes.ABL1.KW-2449,3
Genes.ABL1.BOSUTINIB,2
Genes.ABL1.CHEMBL219557,3
Genes.ABL1.REBASTINIB,2
Genes.ABL1.PONATINIB,4
Genes.SMAD3,
Genes.SMAD3.FLUORESCEIN,1
Genes.ADH1A,
Genes.ADH1A.FOMEPIZOLE,1
Genes.PNP,
Genes.PNP.FORODESINE,1
Genes.PNP.GUANOSINE,1
Genes.PNP.PELDESINE,1
Genes.PNP.ULODESINE,1
Genes.MME,
Genes.MME.GALLOPAMIL,1
Genes.MME.CANDOXATRIL,1
Genes.MME.SAMPATRILAT,1
Genes.MME.SLV-334,1
Genes.MME.PEPINEMAB,1
Genes.MME.LCZ696,1
Genes.ARSB,
Genes.ARSB.GALSULFASE,1
Genes.IL1B,
Genes.IL1B.GLUCOSAMINE,1
Genes.IL1B.RILONACEPT,1
Genes.IL1B.CANAKINUMAB,1
Genes.IL1B.TT-301,1
Genes.IL1B.DIACEREIN,2
Genes.IL1B.IBUDILAST,2
Genes.IL1B.CELASTROL,2
Genes.CCL20,
Genes.CCL20.GSK-3050002,1
Genes.NOS2,
Genes.NOS2.GW-274150,1
Genes.NOS2.CURCUMIN,5
Genes.NOS2.PIMAGEDINE,2
Genes.NOS2.ALT-2074,1
Genes.DYRK3,
Genes.DYRK3.HARMINE,2
Genes.DGAT1,
Genes.DGAT1.HESPERETIN,1
Genes.DGAT1.AZD-7687,1
Genes.MUC1,
Genes.MUC1.HUHMFG1,1
Genes.MUC1.SAR-566658,1
Genes.MUC1.GO-203-2C,1
Genes.MUC1.EMEPEPIMUT-S,1
Genes.MUT,
Genes.MUT.HYDROXOCOBALAMIN,1
Genes.CD4,
Genes.CD4.IBALIZUMAB,1
Genes.CD4.TREGALIZUMAB,1
Genes.CD4.ZANOLIMUMAB,1
Genes.BTK,
Genes.BTK.IBRUTINIB,1
Genes.BTK.ZANUBRUTINIB,1
Genes.BTK.BMS-986142,1
Genes.BTK.ACALABRUTINIB,1
Genes.BTK.TIRABRUTINIB,1
Genes.BTK.FENEBRUTINIB,1
Genes.BTK.SPEBRUTINIB BESYLATE,1
Genes.BTK.VECABRUTINIB,1
Genes.CXCR2,
Genes.CXCR2.IBUPROFEN,4
Genes.CXCR2.NAVARIXIN,2
Genes.CXCR2.DANIRIXIN,1
Genes.CXCR2.ELUBRIXIN,1
Genes.CXCR2.CLOTRIMAZOLE,1
Genes.CXCR2.REPARIXIN,2
Genes.CXCR1,
Genes.CXCR1.IBUPROFEN,4
Genes.CXCR1.NAVARIXIN,2
Genes.CXCR1.REPARIXIN,2
Genes.CD14,
Genes.CD14.IC14,1
Genes.IKBKB,
Genes.IKBKB.IMD-0354,1
Genes.IKBKB.PARTHENOLIDE,2
Genes.IKBKB.STAUROSPORINE,1
Genes.IKBKB.IMD-1041,1
Genes.IKBKB.SAR-113945,1
Genes.NOD2,
Genes.NOD2.INARIGIVIR SOPROXIL,1
Genes.SDC1,
Genes.SDC1.INDATUXIMAB RAVTANSINE,1
Genes.ALB,
Genes.ALB.IODIPAMIDE,1
Genes.ALB.OXYPHENBUTAZONE,1
Genes.ALB.EBSELEN,1
Genes.ALB.GADOFOSVESET,1
Genes.MAPK8,
Genes.MAPK8.IT-139,2
Genes.MAPK8.CI-1040,9
Genes.MAPK8.TANZISERTIB,1
Genes.MAPK8.CC-401,1
Genes.HSPA5,
Genes.HSPA5.IT-139,2
Genes.JAK1,
Genes.JAK1.ITACITINIB,2
Genes.JAK1.CERDULATINIB,3
Genes.JAK1.SOLCITINIB,1
Genes.JAK1.FILGOTINIB,1
Genes.JAK1.BREPOCITINIB,2
Genes.JAK1.UPADACITINIB,2
Genes.JAK1.RUXOLITINIB,3
Genes.JAK1.BARICITINIB,3
Genes.JAK1.PEFICITINIB,2
Genes.IDH1,
Genes.IDH1.IVOSIDENIB,1
Genes.LYN,
Genes.LYN.JNJ-26483327,6
Genes.LYN.BAFETINIB,1
Genes.FYN,
Genes.FYN.JNJ-26483327,6
Genes.FYN.DASATINIB,3
Genes.YES1,
Genes.YES1.JNJ-26483327,6
Genes.CDK1,
Genes.CDK1.KENPAULLONE,2
Genes.CDK1.RGB-286638,1
Genes.CDK1.CHIR-99021,2
Genes.CDK1.RIVICICLIB,1
Genes.CDK1.PHA-793887,1
Genes.CDK1.AG-24322,1
Genes.CDK1.SELICICLIB,1
Genes.CDK5,
Genes.CDK5.KENPAULLONE,2
Genes.HBEGF,
Genes.HBEGF.KHK-2866,1
Genes.SRC,
Genes.SRC.KX2-361,1
Genes.SRC.CRENOLANIB,2
Genes.SRC.SARACATINIB,2
Genes.SRC.BOSUTINIB,2
Genes.SRC.CHEMBL219557,3
Genes.SRC.ANLOTINIB,1
Genes.SRC.DASATINIB,3
Genes.SRC.MASITINIB,2
Genes.TBXA2R,
Genes.TBXA2R.LAROPIPRANT,2
Genes.TBXA2R.RAMATROBAN,1
Genes.TBXA2R.ALPROSTADIL,1
Genes.TBXA2R.RIDOGREL,1
Genes.CYP26A1,
Genes.CYP26A1.LIAROZOLE,1
Genes.CYP26A1.TALAROZOLE,1
Genes.GDNF,
Genes.GDNF.LIATERMIN,1
Genes.GLP1R,
Genes.GLP1R.LIRAGLUTIDE,1
Genes.GLP1R.TASPOGLUTIDE,1
Genes.GLP1R.ALBIGLUTIDE,1
Genes.GLP1R.SEMAGLUTIDE,1
Genes.GLP1R.DULAGLUTIDE,1
Genes.GLP1R.LIXISENATIDE,1
Genes.GLP1R.EXENATIDE,1
Genes.GLP1R.PEGAPAMODUTIDE,1
Genes.GLP1R.SAR425899,2
Genes.GLP1R.PRAMLINTIDE,1
Genes.GLP1R.GLP-1,1
Genes.IL2RA,
Genes.IL2RA.LMB-2,1
Genes.IL2RA.INOLIMOMAB,1
Genes.IL2RA.BASILIXIMAB,1
Genes.TP53,
Genes.TP53.LONTUCIREV (REPLICATING ADENOVIRUS),1
Genes.TP53.SAR-405838,1
Genes.TP53.TEPRASIRAN,1
Genes.TP53.APR-246,1
Genes.TP53.ALT-801,1
Genes.TP53.4-ISOTHIOUREIDOBUTYRONITRILE,1
Genes.TP53.CGM-097,1
Genes.FCER2,
Genes.FCER2.LUMILIXIMAB,1
Genes.HSP90AA1,
Genes.HSP90AA1.LUMINESPIB,1
Genes.HSP90AA1.TANESPIMYCIN,1
Genes.HSP90AA1.AMLEXANOX,1
Genes.HSP90AA1.BIIB021,1
Genes.HSP90AA1.KW-2478,1
Genes.HSP90AA1.EFUNGUMAB,1
Genes.HSP90AA1.CHEMBL553939,2
Genes.HLA-DRB1,
Genes.HLA-DRB1.LYM-1,1
Genes.CD47,
Genes.CD47.MAGROLIMAB,1
Genes.CD47.ALX-148,1
Genes.MMP2,
Genes.MMP2.MARIMASTAT,2
Genes.MMP2.PRINOMASTAT,2
Genes.MMP2.INCYCLINIDE,1
Genes.IGF1R,
Genes.IGF1R.MECASERMIN,1
Genes.IGF1R.CIXUTUMUMAB,1
Genes.IGF1R.TEPROTUMUMAB,1
Genes.IGF1R.RINFABATE,1
Genes.IGF1R.AEW-541,1
Genes.IGF1R.ISTIRATUMAB,3
Genes.IGF1R.AXL-1717,1
Genes.IGF1R.CHEMBL459729,2
Genes.IGF1R.LINSITINIB,1
Genes.PRKCE,
Genes.PRKCE.MEPROBAMATE,1
Genes.CA1,
Genes.CA1.METHAZOLAMIDE,1
Genes.CA1.CURCUMIN,5
Genes.CA1.DICHLORPHENAMIDE,1
Genes.CA1.SULFAMIDE,1
Genes.CA1.ACETAZOLAMIDE,1
Genes.CA1.ETHOXZOLAMIDE,1
Genes.CA1.PARABEN,1
Genes.CA1.PHENOL,1
Genes.CA1.POLMACOXIB,2
Genes.PRKCG,
Genes.PRKCG.MIDOSTAURIN,2
Genes.MET,
Genes.MET.MK-8033,1
Genes.MET.ALTIRATINIB,2
Genes.MET.SAVOLITINIB,1
Genes.MET.TELISOTUZUMAB,1
Genes.MET.CABOZANTINIB,1
Genes.MET.BMS-777607,1
Genes.MET.CMX-2043,2
Genes.MET.EMIBETUZUMAB,1
Genes.MET.TIVANTINIB,1
Genes.MET.SITRAVATINIB,2
Genes.MET.LY-3164530,2
Genes.MET.EMD-1204831,1
Genes.MET.CAPMATINIB,1
Genes.MET.TEPOTINIB,1
Genes.MET.PF-04217903,1
Genes.MET.FORETINIB,1
Genes.MET.CRIZOTINIB,1
Genes.MET.MK-2461,6
Genes.MET.GOLVATINIB,1
Genes.MET.SAR-125844,1
Genes.MET.TELISOTUZUMAB VEDOTIN,1
Genes.MET.JNJ-38877605,1
Genes.SCD,
Genes.SCD.MK-8245,1
Genes.SCD.ARAMCHOL,1
Genes.CSF2RA,
Genes.CSF2RA.MOLGRAMOSTIM,1
Genes.CSF2RA.MILODISTIM,1
Genes.CSF2RA.MAVRILIMUMAB,2
Genes.CSF2RA.OTILIMAB,2
Genes.CSF2RA.SARGRAMOSTIM,1
Genes.JAK2,
Genes.JAK2.MOMELOTINIB,1
Genes.JAK2.GANDOTINIB,1
Genes.JAK2.ITACITINIB,2
Genes.JAK2.CERDULATINIB,3
Genes.JAK2.PACRITINIB,2
Genes.JAK2.NS-018,1
Genes.JAK2.CT-1578,1
Genes.JAK2.AC-430,1
Genes.JAK2.BMS-911543,1
Genes.JAK2.RUXOLITINIB,3
Genes.JAK2.BARICITINIB,3
Genes.JAK2.AZD-1480,1
Genes.JAK2.XL-019,1
Genes.JAK2.GIVINOSTAT,2
Genes.JAK2.FEDRATINIB,1
Genes.HGF,
Genes.HGF.MP-0250,2
Genes.HGF.FICLATUZUMAB,1
Genes.PNLIP,
Genes.PNLIP.MS-1819,1
Genes.PNLIP.ORLISTAT,1
Genes.PNLIP.DALBAVANCIN,1
Genes.PNLIP.LIPROTAMASE,1
Genes.IFNA2,
Genes.IFNA2.NADOFARAGENE FIRADENOVEC,1
Genes.CCL3,
Genes.CCL3.NAGRESTIPEN,1
Genes.CSF2,
Genes.CSF2.NAMILUMAB,1
Genes.CSF2.CABIRALIZUMAB,1
